doc_id,n_words,n_tokens,language,corpus_code
CESS-CAT-A-20010123-23829,683,255,Catalan,AnCora
CESS-CAT-A-20010126-24209,648,226,Catalan,AnCora
CESS-CAT-A-20010130-24392,226,117,Catalan,AnCora
CESS-CAT-A-20010131-24516,305,149,Catalan,AnCora
CESS-CAT-A-20010301-105,133,71,Catalan,AnCora
CESS-CAT-A-20010301-110,52,39,Catalan,AnCora
CESS-CAT-A-20010302-159,633,310,Catalan,AnCora
CESS-CAT-A-20010302-73,67,49,Catalan,AnCora
CESS-CAT-A-20010312-27304,442,197,Catalan,AnCora
CESS-CAT-A-20010315-27674,222,132,Catalan,AnCora
CESS-CAT-A-20010316-27750,565,227,Catalan,AnCora
CESS-CAT-A-20010402-73,50,39,Catalan,AnCora
CESS-CAT-A-20010427-30364,284,138,Catalan,AnCora
CESS-CAT-A-20010501-110,55,41,Catalan,AnCora
CESS-CAT-A-20010501-116,62,50,Catalan,AnCora
CESS-CAT-A-20010502-123,57,45,Catalan,AnCora
CESS-CAT-A-20010504-30731,223,120,Catalan,AnCora
CESS-CAT-A-20010507-30832,315,153,Catalan,AnCora
CESS-CAT-A-20010508-30939,538,200,Catalan,AnCora
CESS-CAT-A-20010510-31073,679,299,Catalan,AnCora
CESS-CAT-A-20010602-123,64,47,Catalan,AnCora
CESS-CAT-A-20010701-110,417,195,Catalan,AnCora
CESS-CAT-A-20010702-109,377,194,Catalan,AnCora
CESS-CAT-A-20010702-75,96,62,Catalan,AnCora
CESS-CAT-A-20010801-73,318,167,Catalan,AnCora
CESS-CAT-A-20010802-109,58,50,Catalan,AnCora
CESS-CAT-A-20010802-123,122,81,Catalan,AnCora
CESS-CAT-A-20010824-37311,620,254,Catalan,AnCora
CESS-CAT-A-20010901-115,446,211,Catalan,AnCora
CESS-CAT-A-20010907-38049,270,146,Catalan,AnCora
CESS-CAT-A-20010927-39418,125,78,Catalan,AnCora
CESS-CAT-A-20010927-39430,579,251,Catalan,AnCora
CESS-CAT-A-20011001-70,560,212,Catalan,AnCora
CESS-CAT-A-20011002-70,646,270,Catalan,AnCora
CESS-CAT-A-20011003-39886,1258,441,Catalan,AnCora
CESS-CAT-A-20011004-39998,559,230,Catalan,AnCora
CESS-CAT-A-20011005-40026,712,337,Catalan,AnCora
CESS-CAT-A-20011005-40028,118,80,Catalan,AnCora
CESS-CAT-A-20011008-40130,255,135,Catalan,AnCora
CESS-CAT-A-20011008-40135,1018,375,Catalan,AnCora
CESS-CAT-A-20011009-40255,297,163,Catalan,AnCora
CESS-CAT-A-20011018-40907,258,123,Catalan,AnCora
CESS-CAT-A-20011019-40929,560,248,Catalan,AnCora
CESS-CAT-A-20011022-41039,455,208,Catalan,AnCora
CESS-CAT-A-20011022-41086,486,192,Catalan,AnCora
CESS-CAT-A-20011102-150,141,92,Catalan,AnCora
CESS-CAT-A-20011108-42265,657,254,Catalan,AnCora
CESS-CAT-A-20011115-42826,384,162,Catalan,AnCora
CESS-CAT-A-20011116-42981,309,161,Catalan,AnCora
CESS-CAT-A-20011201-154,63,47,Catalan,AnCora
CESS-CAT-A-20011202-7,399,199,Catalan,AnCora
CESS-CAT-A-20011214-44896,329,149,Catalan,AnCora
CESS-CAT-A-20020102-116,46,40,Catalan,AnCora
CESS-CAT-A-20020103-117,114,72,Catalan,AnCora
CESS-CAT-A-20020124-47247,544,211,Catalan,AnCora
CESS-CAT-A-20020125-47358,342,170,Catalan,AnCora
CESS-CAT-A-20020201-115,151,96,Catalan,AnCora
CESS-CAT-A-20020222-49418,297,148,Catalan,AnCora
CESS-CAT-A-20020222-49424,918,336,Catalan,AnCora
CESS-CAT-A-20020225-49472,298,145,Catalan,AnCora
CESS-CAT-A-20020227-49722,364,186,Catalan,AnCora
CESS-CAT-A-20020301-115,181,111,Catalan,AnCora
CESS-CAT-A-20020302-114,669,292,Catalan,AnCora
CESS-CAT-A-20020305-50172,208,113,Catalan,AnCora
CESS-CAT-A-20020307-50390,389,186,Catalan,AnCora
CESS-CAT-A-20020314-50910,734,308,Catalan,AnCora
CESS-CAT-A-20020325-51640,202,111,Catalan,AnCora
CESS-CAT-A-20020402-110,212,124,Catalan,AnCora
CESS-CAT-A-20020409-52427,510,192,Catalan,AnCora
CESS-CAT-A-20020409-52435,516,201,Catalan,AnCora
CESS-CAT-A-20020411-52657,648,260,Catalan,AnCora
CESS-CAT-A-20020412-52782,678,305,Catalan,AnCora
CESS-CAT-A-20020416-52955,426,197,Catalan,AnCora
CESS-CAT-A-20021010-64649,142,92,Catalan,AnCora
CESS-CAT-A-20021104-66590,691,283,Catalan,AnCora
CESS-CAT-A-20021105-66737,490,195,Catalan,AnCora
CESS-CAT-A-20021111-67210,319,150,Catalan,AnCora
CESS-CAT-A-20021223-70923,775,263,Catalan,AnCora
CESS-CAT-A-20021224-70969,633,230,Catalan,AnCora
CESS-CAT-A-20021224-71003,422,188,Catalan,AnCora
CESS-CAT-A-20030318-79917,599,218,Catalan,AnCora
CESS-CAT-A-20030408-82723,541,216,Catalan,AnCora
CESS-CAT-A-20030505-85767,352,164,Catalan,AnCora
CESS-CAT-A-20030506-86004,626,238,Catalan,AnCora
CESS-CAT-A-20030508-86280,337,165,Catalan,AnCora
CESS-CAT-A-20030514-87092,548,237,Catalan,AnCora
CESS-CAT-A-20030522-88377,332,155,Catalan,AnCora
CESS-CAT-A-20030522-88479,596,235,Catalan,AnCora
CESS-CAT-A-20030524-88720,616,269,Catalan,AnCora
CESS-CAT-A-20030526-89004,313,145,Catalan,AnCora
CESS-CAT-A-20030527-89191,258,123,Catalan,AnCora
CESS-CAT-A-20030611-91152,401,170,Catalan,AnCora
CESS-CAT-A-20030616-91736,534,221,Catalan,AnCora
CESS-CAT-A-20030618-91914,956,329,Catalan,AnCora
CESS-CAT-A-20030630-93007,566,215,Catalan,AnCora
CESS-CAT-A-20030708-93994,804,272,Catalan,AnCora
CESS-CAT-A-20030708-94038,422,192,Catalan,AnCora
CESS-CAT-A-20030729-96185,402,171,Catalan,AnCora
CESS-CAT-A-20030804-96718,729,293,Catalan,AnCora
CESS-CAT-A-20030905-98876,379,176,Catalan,AnCora
CESS-CAT-A-20030909-99133,560,244,Catalan,AnCora
CESS-CAT-A-20030919-100352,812,289,Catalan,AnCora
CESS-CAT-A-20031006-102211,195,105,Catalan,AnCora
CESS-CAT-A-20031030-105131,444,195,Catalan,AnCora
CESS-CAT-AAP-19981101-101,66,44,Catalan,AnCora
CESS-CAT-AAP-19981101-104,61,44,Catalan,AnCora
CESS-CAT-AAP-19981101-122,191,114,Catalan,AnCora
CESS-CAT-AAP-19981101-123,419,194,Catalan,AnCora
CESS-CAT-AAP-19981101-13,240,123,Catalan,AnCora
CESS-CAT-AAP-19981101-143,410,209,Catalan,AnCora
CESS-CAT-AAP-19981101-146,47,38,Catalan,AnCora
CESS-CAT-AAP-19981101-15,224,129,Catalan,AnCora
CESS-CAT-AAP-19981101-158,18,17,Catalan,AnCora
CESS-CAT-AAP-19981101-24,408,195,Catalan,AnCora
CESS-CAT-AAP-19981101-84,773,345,Catalan,AnCora
CESS-CAT-AAP-19981102-21,666,298,Catalan,AnCora
CESS-CAT-AAP-19981102-23,314,178,Catalan,AnCora
CESS-CAT-AAP-19981102-27,414,202,Catalan,AnCora
CESS-CAT-AAP-19981201-101,317,163,Catalan,AnCora
CESS-CAT-AAP-19981201-103,238,129,Catalan,AnCora
CESS-CAT-AAP-19981201-126,285,153,Catalan,AnCora
CESS-CAT-AAP-19981201-18_a,112,74,Catalan,AnCora
CESS-CAT-AAP-19981201-18_b,67,52,Catalan,AnCora
CESS-CAT-AAP-19981201-18_c,116,80,Catalan,AnCora
CESS-CAT-AAP-19981201-31_a,334,165,Catalan,AnCora
CESS-CAT-AAP-19981201-31_b,117,76,Catalan,AnCora
CESS-CAT-AAP-19981201-31_c,101,68,Catalan,AnCora
CESS-CAT-AAP-19981201-31_d,112,73,Catalan,AnCora
CESS-CAT-AAP-19981201-31_e,69,54,Catalan,AnCora
CESS-CAT-AAP-19981201-31_f,150,92,Catalan,AnCora
CESS-CAT-AAP-19981201-43,246,135,Catalan,AnCora
CESS-CAT-AAP-19981201-48,633,274,Catalan,AnCora
CESS-CAT-AAP-19981201-61,505,212,Catalan,AnCora
CESS-CAT-AAP-19981201-68,555,249,Catalan,AnCora
CESS-CAT-AAP-19981201-85_a,276,144,Catalan,AnCora
CESS-CAT-AAP-19981201-85_b,93,57,Catalan,AnCora
CESS-CAT-AAP-19981201-85_c,104,70,Catalan,AnCora
CESS-CAT-AAP-19981201-85_d,73,56,Catalan,AnCora
CESS-CAT-AAP-19981202-102,127,77,Catalan,AnCora
CESS-CAT-AAP-19981202-105,189,107,Catalan,AnCora
CESS-CAT-AAP-19981202-16,239,149,Catalan,AnCora
CESS-CAT-AAP-19981202-27,371,180,Catalan,AnCora
CESS-CAT-AAP-19990102-5,76,50,Catalan,AnCora
CESS-CAT-AAP-19990103-14,43,34,Catalan,AnCora
CESS-CAT-AAP-19990103-21,391,209,Catalan,AnCora
CESS-CAT-AAP-19990103-28,291,159,Catalan,AnCora
CESS-CAT-AAP-19990103-29,256,153,Catalan,AnCora
CESS-CAT-AAP-19990103-43,775,318,Catalan,AnCora
CESS-CAT-AAP-19990103-77_a,156,102,Catalan,AnCora
CESS-CAT-AAP-19990103-77_c,71,52,Catalan,AnCora
CESS-CAT-AAP-19990103-77_d,74,47,Catalan,AnCora
CESS-CAT-AAP-19990103-77_e,86,59,Catalan,AnCora
CESS-CAT-AAP-19990103-77_f,75,50,Catalan,AnCora
CESS-CAT-AAP-19990201-18,667,292,Catalan,AnCora
CESS-CAT-AAP-19990201-59,342,167,Catalan,AnCora
CESS-CAT-AAP-19990201-60,56,45,Catalan,AnCora
CESS-CAT-AAP-19990201-70,404,203,Catalan,AnCora
CESS-CAT-AAP-19990202-104,273,141,Catalan,AnCora
CESS-CAT-AAP-19990202-107,373,180,Catalan,AnCora
CESS-CAT-AAP-19990202-113,176,105,Catalan,AnCora
CESS-CAT-AAP-19990202-119,666,301,Catalan,AnCora
CESS-CAT-AAP-19990202-40,123,77,Catalan,AnCora
CESS-CAT-AAP-19990202-54,462,210,Catalan,AnCora
CESS-CAT-AAP-19990202-84,228,126,Catalan,AnCora
CESS-CAT-AAP-19990202-9,431,222,Catalan,AnCora
CESS-CAT-AAP-19990202-93,238,131,Catalan,AnCora
CESS-CAT-AAP-19990202-98,171,95,Catalan,AnCora
CESS-CAT-AAP-19990301-11,402,208,Catalan,AnCora
CESS-CAT-AAP-19990301-15,881,395,Catalan,AnCora
CESS-CAT-AAP-19990301-24_a,99,71,Catalan,AnCora
CESS-CAT-AAP-19990301-24_b,128,79,Catalan,AnCora
CESS-CAT-AAP-19990301-24_c,116,77,Catalan,AnCora
CESS-CAT-AAP-19990301-24_d,113,72,Catalan,AnCora
CESS-CAT-AAP-19990301-24_e,132,83,Catalan,AnCora
CESS-CAT-AAP-19990301-3,455,220,Catalan,AnCora
CESS-CAT-AAP-19990301-59_a,450,185,Catalan,AnCora
CESS-CAT-AAP-19990301-59_b,60,41,Catalan,AnCora
CESS-CAT-AAP-19990301-59_c,99,68,Catalan,AnCora
CESS-CAT-AAP-19990301-59_d,59,38,Catalan,AnCora
CESS-CAT-AAP-19990301-9,408,225,Catalan,AnCora
CESS-CAT-AAP-19990302-119,154,84,Catalan,AnCora
CESS-CAT-AAP-19990302-131,838,371,Catalan,AnCora
CESS-CAT-AAP-19990302-133,503,255,Catalan,AnCora
CESS-CAT-AAP-19990302-23,1549,582,Catalan,AnCora
CESS-CAT-AAP-19990302-44,688,289,Catalan,AnCora
CESS-CAT-AAP-19990302-51,560,238,Catalan,AnCora
CESS-CAT-AAP-19990302-66,250,135,Catalan,AnCora
CESS-CAT-AAP-19990302-87,461,208,Catalan,AnCora
CESS-CAT-AAP-19990302-92,606,297,Catalan,AnCora
CESS-CAT-AAP-19990302-93,73,52,Catalan,AnCora
CESS-CAT-AAP-19990401-131,140,94,Catalan,AnCora
CESS-CAT-AAP-19990401-147,30,27,Catalan,AnCora
CESS-CAT-AAP-19990401-39,79,53,Catalan,AnCora
CESS-CAT-AAP-19990401-5,634,287,Catalan,AnCora
CESS-CAT-AAP-19990401-62_a,167,103,Catalan,AnCora
CESS-CAT-AAP-19990401-62_b,93,62,Catalan,AnCora
CESS-CAT-AAP-19990401-62_d,94,59,Catalan,AnCora
CESS-CAT-AAP-19990401-62_f,82,60,Catalan,AnCora
CESS-CAT-AAP-19990401-62_g,103,61,Catalan,AnCora
CESS-CAT-AAP-19990401-62_h,80,52,Catalan,AnCora
CESS-CAT-AAP-19990401-62_i,74,56,Catalan,AnCora
CESS-CAT-AAP-19990401-7,520,240,Catalan,AnCora
CESS-CAT-AAP-19990401-85,138,80,Catalan,AnCora
CESS-CAT-AAP-19990401-98,904,344,Catalan,AnCora
CESS-CAT-AAP-19990501-38,186,97,Catalan,AnCora
CESS-CAT-AAP-19990501-4,501,233,Catalan,AnCora
CESS-CAT-AAP-19990501-71,170,102,Catalan,AnCora
CESS-CAT-AAP-19990502-105,72,49,Catalan,AnCora
CESS-CAT-AAP-19990502-114,198,108,Catalan,AnCora
CESS-CAT-AAP-19990502-130,414,224,Catalan,AnCora
CESS-CAT-AAP-19990502-153,63,44,Catalan,AnCora
CESS-CAT-AAP-19990502-162,15,15,Catalan,AnCora
CESS-CAT-AAP-19990502-23,573,259,Catalan,AnCora
CESS-CAT-AAP-19990502-40,94,64,Catalan,AnCora
CESS-CAT-AAP-19990502-51,767,325,Catalan,AnCora
CESS-CAT-AAP-19990502-62,142,90,Catalan,AnCora
CESS-CAT-AAP-19990502-83,1420,468,Catalan,AnCora
CESS-CAT-AAP-19990601-100,563,267,Catalan,AnCora
CESS-CAT-AAP-19990601-13,228,140,Catalan,AnCora
CESS-CAT-AAP-19990601-42,494,219,Catalan,AnCora
CESS-CAT-AAP-19990601-77,682,284,Catalan,AnCora
CESS-CAT-AAP-19990602-134,37,31,Catalan,AnCora
CESS-CAT-AAP-19990602-18_a,155,94,Catalan,AnCora
CESS-CAT-AAP-19990602-18_b,173,100,Catalan,AnCora
CESS-CAT-AAP-19990602-18_c,200,113,Catalan,AnCora
CESS-CAT-AAP-19990602-18_d,152,94,Catalan,AnCora
CESS-CAT-AAP-19990602-18_f,83,60,Catalan,AnCora
CESS-CAT-AAP-19990602-18_g,90,62,Catalan,AnCora
CESS-CAT-AAP-19990602-18_h,87,63,Catalan,AnCora
CESS-CAT-AAP-19990602-50,712,298,Catalan,AnCora
CESS-CAT-AAP-19990602-63,293,158,Catalan,AnCora
CESS-CAT-AAP-19990602-77,187,106,Catalan,AnCora
CESS-CAT-AAP-19990602-91,162,93,Catalan,AnCora
CESS-CAT-AAP-19990602-99,101,71,Catalan,AnCora
CESS-CAT-AAP-19990701-34,305,150,Catalan,AnCora
CESS-CAT-AAP-19990701-35,375,168,Catalan,AnCora
CESS-CAT-AAP-19990701-4,207,116,Catalan,AnCora
CESS-CAT-AAP-19990701-61,118,79,Catalan,AnCora
CESS-CAT-AAP-19990701-69,418,205,Catalan,AnCora
CESS-CAT-AAP-19990702-12,342,187,Catalan,AnCora
CESS-CAT-AAP-19990702-144,276,153,Catalan,AnCora
CESS-CAT-AAP-19990702-15_a,84,63,Catalan,AnCora
CESS-CAT-AAP-19990702-15_b,84,64,Catalan,AnCora
CESS-CAT-AAP-19990702-15_c,84,64,Catalan,AnCora
CESS-CAT-AAP-19990702-15_d,78,64,Catalan,AnCora
CESS-CAT-AAP-19990802-31,408,189,Catalan,AnCora
CESS-CAT-AAP-19990802-58,229,135,Catalan,AnCora
CESS-CAT-AAP-19990802-68,42,35,Catalan,AnCora
CESS-CAT-AAP-19990901-26,487,217,Catalan,AnCora
CESS-CAT-AAP-19990902-1,318,168,Catalan,AnCora
CESS-CAT-AAP-19990902-101,111,70,Catalan,AnCora
CESS-CAT-AAP-19990902-3,194,110,Catalan,AnCora
CESS-CAT-AAP-19990902-33,284,160,Catalan,AnCora
CESS-CAT-AAP-19990902-58,426,211,Catalan,AnCora
CESS-CAT-AAP-19990902-6,176,114,Catalan,AnCora
CESS-CAT-AAP-19990902-68,247,124,Catalan,AnCora
CESS-CAT-AAP-19991001-100,117,78,Catalan,AnCora
CESS-CAT-AAP-19991001-108,542,226,Catalan,AnCora
CESS-CAT-AAP-19991001-141,514,244,Catalan,AnCora
CESS-CAT-AAP-19991001-160,173,110,Catalan,AnCora
CESS-CAT-AAP-19991001-58,278,146,Catalan,AnCora
CESS-CAT-AAP-19991001-64,535,255,Catalan,AnCora
CESS-CAT-AAP-19991001-77,83,61,Catalan,AnCora
CESS-CAT-AAP-19991002-30,234,131,Catalan,AnCora
CESS-CAT-AAP-19991002-42,703,311,Catalan,AnCora
CESS-CAT-AAP-19991002-84,450,199,Catalan,AnCora
CESS-CAT-AAP-19991002-94_a,686,303,Catalan,AnCora
CESS-CAT-AAP-19991002-94_b,91,57,Catalan,AnCora
CESS-CAT-AAP-19991002-94_c,87,62,Catalan,AnCora
CESS-CAT-AAP-19991002-94_d,80,59,Catalan,AnCora
CESS-CAT-AAP-19991002-94_e,81,53,Catalan,AnCora
CESS-CAT-AAP-19991002-94_g,111,69,Catalan,AnCora
CESS-CAT-AAP-19991101-84,515,243,Catalan,AnCora
CESS-CAT-AAP-19991102-33,796,304,Catalan,AnCora
CESS-CAT-AAP-19991102-35,201,102,Catalan,AnCora
CESS-CAT-AAP-19991102-71,227,135,Catalan,AnCora
CESS-CAT-AAP-19991102-94,276,153,Catalan,AnCora
CESS-CAT-AAP-19991201-106,83,57,Catalan,AnCora
CESS-CAT-AAP-19991201-107,806,331,Catalan,AnCora
CESS-CAT-AAP-19991201-135,711,295,Catalan,AnCora
CESS-CAT-AAP-19991201-136,404,202,Catalan,AnCora
CESS-CAT-AAP-19991201-146,87,59,Catalan,AnCora
CESS-CAT-AAP-19991201-21,573,288,Catalan,AnCora
CESS-CAT-AAP-19991201-63,238,139,Catalan,AnCora
CESS-CAT-AAP-19991201-78,377,186,Catalan,AnCora
CESS-CAT-AAP-19991202-128,102,68,Catalan,AnCora
CESS-CAT-AAP-19991202-32,392,185,Catalan,AnCora
CESS-CAT-AAP-20000102-14,433,237,Catalan,AnCora
CESS-CAT-AAP-20000102-16,433,219,Catalan,AnCora
CESS-CAT-AAP-20000102-2,53,45,Catalan,AnCora
CESS-CAT-AAP-20000102-39,21,17,Catalan,AnCora
CESS-CAT-AAP-20000102-97,70,51,Catalan,AnCora
CESS-CAT-AAP-20000103-13,1068,463,Catalan,AnCora
CESS-CAT-AAP-20000103-33,307,164,Catalan,AnCora
CESS-CAT-AAP-20000103-59_a,140,92,Catalan,AnCora
CESS-CAT-AAP-20000103-59_b,151,95,Catalan,AnCora
CESS-CAT-AAP-20000103-59_c,130,77,Catalan,AnCora
CESS-CAT-AAP-20000103-59_d,54,44,Catalan,AnCora
CESS-CAT-AAP-20000103-59_e,81,54,Catalan,AnCora
CESS-CAT-AAP-20000103-59_f,94,63,Catalan,AnCora
CESS-CAT-AAP-20000103-59_g,63,46,Catalan,AnCora
CESS-CAT-AAP-20000103-88,535,263,Catalan,AnCora
CESS-CAT-AAP-20000125-1192,242,111,Catalan,AnCora
CESS-CAT-AAP-20000201-111,183,104,Catalan,AnCora
CESS-CAT-AAP-20000201-14,105,75,Catalan,AnCora
CESS-CAT-AAP-20000201-151,367,175,Catalan,AnCora
CESS-CAT-AAP-20000201-24_a,1279,452,Catalan,AnCora
CESS-CAT-AAP-20000201-24_c,150,102,Catalan,AnCora
CESS-CAT-AAP-20000201-24_d,174,117,Catalan,AnCora
CESS-CAT-AAP-20000201-25,506,246,Catalan,AnCora
CESS-CAT-AAP-20000201-31,252,128,Catalan,AnCora
CESS-CAT-AAP-20000201-60,379,184,Catalan,AnCora
CESS-CAT-AAP-20000201-91,180,113,Catalan,AnCora
CESS-CAT-AAP-20000202-28,237,127,Catalan,AnCora
CESS-CAT-AAP-20000202-33,223,125,Catalan,AnCora
CESS-CAT-AAP-20000202-41,106,69,Catalan,AnCora
CESS-CAT-AAP-20000211-2509,811,266,Catalan,AnCora
CESS-CAT-AAP-20000218-2989,397,142,Catalan,AnCora
CESS-CAT-AAP-20000218-2995,387,141,Catalan,AnCora
CESS-CAT-AAP-20000225-3470,394,160,Catalan,AnCora
CESS-CAT-AAP-20000225-3475,340,141,Catalan,AnCora
CESS-CAT-AAP-20000225-3493,572,256,Catalan,AnCora
CESS-CAT-AAP-20000301-102,185,105,Catalan,AnCora
CESS-CAT-AAP-20000301-69,356,188,Catalan,AnCora
CESS-CAT-AAP-20000301-85,666,260,Catalan,AnCora
CESS-CAT-AAP-20000301-91,437,196,Catalan,AnCora
CESS-CAT-AAP-20000301-94_a,201,119,Catalan,AnCora
CESS-CAT-AAP-20000301-94_b,116,72,Catalan,AnCora
CESS-CAT-AAP-20000301-94_c,96,58,Catalan,AnCora
CESS-CAT-AAP-20000301-94_d,97,63,Catalan,AnCora
CESS-CAT-AAP-20000301-94_f,89,63,Catalan,AnCora
CESS-CAT-AAP-20000301-94_g,76,60,Catalan,AnCora
CESS-CAT-AAP-20000301-94_h,85,57,Catalan,AnCora
CESS-CAT-AAP-20000301-94_i,97,62,Catalan,AnCora
CESS-CAT-AAP-20000301-94_j,86,63,Catalan,AnCora
CESS-CAT-AAP-20000301-94_k,72,52,Catalan,AnCora
CESS-CAT-AAP-20000303-3997,525,250,Catalan,AnCora
CESS-CAT-AAP-20000303-4000,124,76,Catalan,AnCora
CESS-CAT-AAP-20000313-4576,516,228,Catalan,AnCora
CESS-CAT-AAP-20000315-4766,470,216,Catalan,AnCora
CESS-CAT-AAP-20000316-4850,569,247,Catalan,AnCora
CESS-CAT-AAP-20000320-5050,68,47,Catalan,AnCora
CESS-CAT-AAP-20000323-5379,422,184,Catalan,AnCora
CESS-CAT-AAP-20000330-5910,519,225,Catalan,AnCora
CESS-CAT-AAP-20000330-5945,736,289,Catalan,AnCora
CESS-CAT-AAP-20000401-111,323,153,Catalan,AnCora
CESS-CAT-AAP-20000401-130,191,116,Catalan,AnCora
CESS-CAT-AAP-20000401-23,278,146,Catalan,AnCora
CESS-CAT-AAP-20000401-36,670,296,Catalan,AnCora
CESS-CAT-AAP-20000401-52,563,242,Catalan,AnCora
CESS-CAT-AAP-20000401-7,145,91,Catalan,AnCora
CESS-CAT-AAP-20000401-77,163,100,Catalan,AnCora
CESS-CAT-AAP-20000402-10,349,199,Catalan,AnCora
CESS-CAT-AAP-20000402-136,658,322,Catalan,AnCora
CESS-CAT-AAP-20000402-140_c,59,43,Catalan,AnCora
CESS-CAT-AAP-20000402-140_d,121,81,Catalan,AnCora
CESS-CAT-AAP-20000402-140_f,45,37,Catalan,AnCora
CESS-CAT-AAP-20000402-22_a,1358,486,Catalan,AnCora
CESS-CAT-AAP-20000402-22_b,93,65,Catalan,AnCora
CESS-CAT-AAP-20000402-22_d,179,108,Catalan,AnCora
CESS-CAT-AAP-20000402-22_e,70,57,Catalan,AnCora
CESS-CAT-AAP-20000402-56,193,115,Catalan,AnCora
CESS-CAT-AAP-20000402-68,731,311,Catalan,AnCora
CESS-CAT-AAP-20000405-6398,727,298,Catalan,AnCora
CESS-CAT-AAP-20000412-6891,307,143,Catalan,AnCora
CESS-CAT-AAP-20000426-7608,631,209,Catalan,AnCora
CESS-CAT-AAP-20000501-14_b,88,60,Catalan,AnCora
CESS-CAT-AAP-20000501-14_c,78,59,Catalan,AnCora
CESS-CAT-AAP-20000501-14_d,88,67,Catalan,AnCora
CESS-CAT-AAP-20000501-9,152,98,Catalan,AnCora
CESS-CAT-AAP-20000502-13,1074,391,Catalan,AnCora
CESS-CAT-AAP-20000502-40,542,289,Catalan,AnCora
CESS-CAT-AAP-20000502-47,513,249,Catalan,AnCora
CESS-CAT-AAP-20000502-55,179,114,Catalan,AnCora
CESS-CAT-AAP-20000516-8876,453,194,Catalan,AnCora
CESS-CAT-AAP-20000519-9108,742,280,Catalan,AnCora
CESS-CAT-AAP-20000601-107,228,131,Catalan,AnCora
CESS-CAT-AAP-20000601-131,84,64,Catalan,AnCora
CESS-CAT-AAP-20000601-136,457,208,Catalan,AnCora
CESS-CAT-AAP-20000601-35,180,114,Catalan,AnCora
CESS-CAT-AAP-20000601-38,728,294,Catalan,AnCora
CESS-CAT-AAP-20000602-14_a,133,89,Catalan,AnCora
CESS-CAT-AAP-20000602-14_b,56,45,Catalan,AnCora
CESS-CAT-AAP-20000602-14_c,72,54,Catalan,AnCora
CESS-CAT-AAP-20000602-153,336,164,Catalan,AnCora
CESS-CAT-AAP-20000602-160,420,190,Catalan,AnCora
CESS-CAT-AAP-20000602-21,754,297,Catalan,AnCora
CESS-CAT-AAP-20000602-36,645,279,Catalan,AnCora
CESS-CAT-AAP-20000602-66,613,255,Catalan,AnCora
CESS-CAT-AAP-20000627-11634,183,104,Catalan,AnCora
CESS-CAT-AAP-20000628-11699,383,177,Catalan,AnCora
CESS-CAT-AAP-20000629-11794,272,140,Catalan,AnCora
CESS-CAT-AAP-20000630-11859,450,198,Catalan,AnCora
CESS-CAT-AAP-20000701-111,69,53,Catalan,AnCora
CESS-CAT-AAP-20000701-119,427,212,Catalan,AnCora
CESS-CAT-AAP-20000701-121,285,151,Catalan,AnCora
CESS-CAT-AAP-20000701-144,42,36,Catalan,AnCora
CESS-CAT-AAP-20000701-49,409,198,Catalan,AnCora
CESS-CAT-AAP-20000701-77,599,263,Catalan,AnCora
CESS-CAT-AAP-20000701-99,520,182,Catalan,AnCora
CESS-CAT-AAP-20000702-104,216,110,Catalan,AnCora
CESS-CAT-AAP-20000702-133,95,68,Catalan,AnCora
CESS-CAT-AAP-20000702-175,153,100,Catalan,AnCora
CESS-CAT-AAP-20000702-36,134,83,Catalan,AnCora
CESS-CAT-AAP-20000702-54,70,51,Catalan,AnCora
CESS-CAT-AAP-20000705-11998,431,186,Catalan,AnCora
CESS-CAT-AAP-20000706-12154,574,219,Catalan,AnCora
CESS-CAT-AAP-20000710-12236,761,283,Catalan,AnCora
CESS-CAT-AAP-20000713-12409,397,179,Catalan,AnCora
CESS-CAT-AAP-20000720-12734,545,229,Catalan,AnCora
CESS-CAT-AAP-20000721-12755,358,178,Catalan,AnCora
CESS-CAT-AAP-20000801-23,570,230,Catalan,AnCora
CESS-CAT-AAP-20000801-7,194,112,Catalan,AnCora
CESS-CAT-AAP-20000802-25,564,259,Catalan,AnCora
CESS-CAT-AAP-20000802-52,649,284,Catalan,AnCora
CESS-CAT-AAP-20000802-85,453,188,Catalan,AnCora
CESS-CAT-AAP-20000802-95,503,211,Catalan,AnCora
CESS-CAT-AAP-20000823-14128,782,301,Catalan,AnCora
CESS-CAT-AAP-20000902-13,233,118,Catalan,AnCora
CESS-CAT-AAP-20000902-29,318,159,Catalan,AnCora
CESS-CAT-AAP-20000902-5,384,186,Catalan,AnCora
CESS-CAT-AAP-20000902-74,254,126,Catalan,AnCora
CESS-CAT-AAP-20000902-97,148,89,Catalan,AnCora
CESS-CAT-AAP-20000903-26,124,75,Catalan,AnCora
CESS-CAT-AAP-20000903-65,590,241,Catalan,AnCora
CESS-CAT-AAP-20000903-89,45,39,Catalan,AnCora
CESS-CAT-AAP-20000926-15896,501,209,Catalan,AnCora
CESS-CAT-AAP-20001001-120_a,95,65,Catalan,AnCora
CESS-CAT-AAP-20001001-120_b,49,41,Catalan,AnCora
CESS-CAT-AAP-20001001-120_c,59,46,Catalan,AnCora
CESS-CAT-AAP-20001001-120_d,52,40,Catalan,AnCora
CESS-CAT-AAP-20001001-120_e,76,49,Catalan,AnCora
CESS-CAT-AAP-20001001-120_f,87,58,Catalan,AnCora
